,Entity,Code,Year,Share of population covered by health insurance (ILO (2014)),Under-fifteen mortality rate,Deaths - Sex: all - Age: 0 - Variant: estimates,Observation value - Indicator: Under-five mortality rate - Sex: Total - Wealth quintile: Total - Unit of measure: Deaths per 100 live births,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,Estimated maternal deaths,Births attended by skilled health staff (% of total),MCV1 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized)
265,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
266,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
267,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
268,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.016,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
269,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
270,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
271,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
272,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
273,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
274,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.01,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
275,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
276,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.15,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
277,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
278,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.07,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
279,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.082,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
280,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.084,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
281,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
282,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.15,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
283,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.062,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
284,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.055,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
285,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.07,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
286,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.14,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
287,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.062,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
288,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.067,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
289,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.22,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
290,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.23,,,,,,0.2,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
291,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.3,,,,,,0.3,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
292,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.38,,,,,,0.4,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
293,Bahrain,BHR,2010,100.0,1.0977759,138.0,0.8695852,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2010,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.51,,,,,,0.5,,,EN,2018-11-26T23:00:00.000Z,3.7659292,99.3,99.0,99.0,99.0
294,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
295,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.01,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
296,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
297,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Diarrhoeal diseases,CHILDCAUSE_CH3,,,,,,,0.012,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
298,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.018,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
299,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
300,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.006,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
301,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
302,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Prematurity,CHILDCAUSE_CH10,,,,,,,0.026,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
303,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.011,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
304,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
305,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.025,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
306,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.047,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
307,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
308,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.0001,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
309,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0003,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
310,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.048,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
311,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Other noncommunicable diseases,CHILDCAUSE_CH16,,,,,,,0.025,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
312,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,HIV/AIDS,CHILDCAUSE_CH2,,,,,,,0.0,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
313,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Tetanus,CHILDCAUSE_CH5,,,,,,,0.009,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
314,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.039,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
315,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.049,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
316,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Malaria,CHILDCAUSE_CH8,,,,,,,0.0002,,,,,,0.0,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
317,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.064,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
318,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Congenital anomalies,CHILDCAUSE_CH15,,,,,,,0.072,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
319,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-27 days,AGEGROUP_DAYS0-27,Cause of death,Acute lower respiratory infections,CHILDCAUSE_CH9,,,,,,,0.076,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
320,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,"Other communicable, perinatal and nutritional conditions",CHILDCAUSE_CH13,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
321,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Injuries,CHILDCAUSE_CH17,,,,,,,0.094,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
322,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Measles,CHILDCAUSE_CH6,,,,,,,0.078,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
323,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,1-59 months,AGEGROUP_MONTHS1-59,Cause of death,Meningitis/encephalitis,CHILDCAUSE_CH7,,,,,,,0.093,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
324,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Birth asphyxia and birth trauma,CHILDCAUSE_CH11,,,,,,,0.13,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
325,Bangladesh,BGD,2003,1.4,8.13458,222597.0,7.214978,MORT_300,Distribution of causes of death among children aged < 5 years (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2003,False,Age Group,0-4 years,AGEGROUP_YEARS0-4,Cause of death,Sepsis and other infectious conditions of the newborn,CHILDCAUSE_CH12,,,,,,,0.11,,,,,,0.1,,,EN,2018-11-26T23:00:00.000Z,15076.16,13.9,76.0,90.0,87.0
